original,duplicate,label,hash_distance
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_130.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_134.jpg,Tomato,2
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_133.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_139.jpg,Tomato,0
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_132.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_148.jpg,Tomato,2
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_111.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_19.jpg,Tomato,2
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_33.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_34.jpg,Tomato,0
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_32.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_41.jpg,Tomato,0
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_129.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_46.jpg,Tomato,0
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_130.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_58.jpg,Tomato,2
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_101.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_69.jpg,Tomato,0
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_113.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_72.jpg,Tomato,0
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_104.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_74.jpg,Tomato,0
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_105.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_75.jpg,Tomato,0
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_108.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_79.jpg,Tomato,0
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_39.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_83.jpg,Tomato,0
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_31.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_86.jpg,Tomato,0
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_113.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_88.jpg,Tomato,0
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_73.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_89.jpg,Tomato,0
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_143.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_90.jpg,Tomato,4
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_31.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_92.jpg,Tomato,0
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_111.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_97.jpg,Tomato,0
D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_67.jpg,D:\Manav Konde\PROJECT\meal-planner\data\raw\fridge_objects\Refrigerator_Contents_7_Classes_Dataset\Refrigerator_Contents_7_Classes_Dataset\Tomato_99.jpg,Tomato,0
